"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"PDZD8",4.50775983239338e-78,1.06642017366361,0.446,0.135,9.20709945766347e-74,"9","PDZD8"
"GPI",6.36865399910918e-68,0.928219678446607,0.46,0.161,1.30079757931805e-63,"9","GPI"
"AIG1",3.47917169322968e-54,0.8605968462635,0.348,0.11,7.10620818342161e-50,"9","AIG1"
"EDEM3",6.38517612561722e-44,0.859657318487254,0.396,0.156,1.30417222365732e-39,"9","EDEM3"
"TTN-AS1",3.32356427161868e-43,0.892324449860839,0.27,0.079,6.78838002478115e-39,"9","TTN-AS1"
"NSUN5",5.46644162468492e-35,0.834913168391126,0.329,0.128,1.1165207018419e-30,"9","NSUN5"
"SLC15A4",2.27461210090141e-32,0.754998512745809,0.301,0.113,4.64589521609113e-28,"9","SLC15A4"
"CITED2",4.14831155699909e-32,0.836659565398741,0.384,0.185,8.47292635517065e-28,"9","CITED2"
"VAT1",2.32666425821228e-31,0.574082503263005,0.251,0.085,4.75221174739858e-27,"9","VAT1"
"PSMD13",3.54890760826664e-29,-0.303122526836817,0.145,0.463,7.2486437898846e-25,"9","PSMD13"
"JAK3",7.39728055005227e-27,0.697362684118565,0.295,0.12,1.51089455234818e-22,"9","JAK3"
"MLC1",6.55283408909892e-26,0.516350524356564,0.262,0.101,1.33841636269845e-21,"9","MLC1"
"CALCOCO1",4.50909912264558e-25,-0.317012972394345,0.022,0.269,9.2098349580036e-21,"9","CALCOCO1"
"SIRT2",1.96286832028188e-24,-0.314339696210978,0.014,0.253,4.00915854417574e-20,"9","SIRT2"
"OAZ2",1.10558577111908e-21,-0.318335703350466,0.042,0.266,2.25815893751071e-17,"9","OAZ2"
"SHARPIN",2.9765701956078e-21,-0.285329810590236,0.033,0.252,6.07964462452893e-17,"9","SHARPIN"
"R3HCC1",3.42076678818427e-21,-0.284391480783088,0.036,0.252,6.98691616486636e-17,"9","R3HCC1"
"ARL3",1.72783394552001e-20,-0.276996488059944,0.042,0.255,3.52910083372462e-16,"9","ARL3"
"CCDC28A",2.88103758761025e-20,-0.252079970722918,0.056,0.28,5.88451927269393e-16,"9","CCDC28A"
"RALGAPA2",6.48466228282445e-20,0.605736708165209,0.273,0.127,1.32449227126689e-15,"9","RALGAPA2"
"LNPK",1.15317266574714e-19,0.566016287929002,0.256,0.115,2.35535516978854e-15,"9","LNPK"
"FAM32A",2.66676920531204e-19,-0.252562754603361,0.086,0.316,5.44687610184983e-15,"9","FAM32A"
"ANKRD49",3.25599974140725e-19,-0.256735262558193,0.084,0.312,6.6503794718243e-15,"9","ANKRD49"
"CYHR1",3.36672579228216e-19,-0.266448352350001,0.047,0.254,6.87653743073632e-15,"9","CYHR1"
"TAF12",2.58852382373811e-17,-0.250539093312078,0.075,0.28,5.28705990998508e-13,"9","TAF12"
"DSTYK",5.73681187652469e-17,0.631359893116809,0.251,0.119,1.17174382578017e-12,"9","DSTYK"
"SURF4",3.7016584020313e-16,0.494219520290669,0.318,0.181,7.56063728614894e-12,"9","SURF4"
"CBX6",5.20450230428268e-16,-0.250778529000092,0.075,0.264,1.06301959564974e-11,"9","CBX6"
"ATP8A1",1.99199691185765e-11,0.550068757794662,0.281,0.172,4.06865369246925e-07,"9","ATP8A1"
"ATP11B",4.5998322881182e-08,0.503883204038577,0.315,0.227,0.000939515744848142,"9","ATP11B"
"LRRC58",1.08536831159855e-07,0.464175663134911,0.301,0.216,0.00221686477644004,"9","LRRC58"
"PTDSS1",2.46812183728173e-07,0.492691937043179,0.265,0.182,0.00504113885264794,"9","PTDSS1"
"FAM160B1",6.07444412013655e-07,0.509559384091131,0.281,0.205,0.0124070521153789,"9","FAM160B1"
"KLF7",4.26759707194246e-06,0.543747352063088,0.262,0.188,0.0871656701944248,"9","KLF7"
"AK2",0.000191747602912277,0.350337341337183,0.273,0.225,1,"9","AK2"
"CAMP",0,4.7968953498184,0.922,0.012,0,"10","CAMP"
"MMP8",0,3.3519705063276,0.893,0.006,0,"10","MMP8"
"OLFM4",0,3.25051045945974,0.498,0.009,0,"10","OLFM4"
"CRISP3",0,2.9876426820915,0.782,0.003,0,"10","CRISP3"
"MMP9",0,2.91809467699185,0.43,0.006,0,"10","MMP9"
"PGLYRP1",0,2.91554696159298,0.837,0.009,0,"10","PGLYRP1"
"HP",0,2.61540017955001,0.749,0.007,0,"10","HP"
"CD177",0,1.9638966781445,0.508,0.006,0,"10","CD177"
"CLC",0,1.94692663591093,0.365,0.003,0,"10","CLC"
"TCN1",0,1.83651167068506,0.485,0.004,0,"10","TCN1"
"ARG1",0,1.63185239669282,0.42,0.009,0,"10","ARG1"
"OLR1",0,1.59713633254376,0.355,0.002,0,"10","OLR1"
"ORM1",0,1.17643011227511,0.257,0.001,0,"10","ORM1"
"CHI3L1",0,1.16222951396903,0.261,0.005,0,"10","CHI3L1"
"CEACAM1",6.79306797832956e-240,1.50119389869259,0.388,0.03,1.38748413457381e-235,"10","CEACAM1"
"CCDC125",8.28120693069174e-40,1.0755170891125,0.274,0.081,1.69143651559379e-35,"10","CCDC125"
"TXNL4A",1.3237344011382e-34,-0.351357557169475,0.075,0.481,2.70372751432478e-30,"10","TXNL4A"
"ADSS",1.96933879046635e-34,1.25465692295152,0.459,0.253,4.02237447952752e-30,"10","ADSS"
"CLTB",7.021714637686e-27,-0.294107253551808,0.042,0.361,1.43418521474737e-22,"10","CLTB"
"JAGN1",1.48174363895171e-25,-0.293845138172515,0.01,0.289,3.02646138255887e-21,"10","JAGN1"
"ACTR10",7.36319926129443e-24,-0.260363435524221,0.02,0.292,1.50393344911939e-19,"10","ACTR10"
"NARS",1.57668010727943e-23,-0.261725298396877,0.026,0.302,3.22036911911823e-19,"10","NARS"
"DHX29",5.93789735608277e-23,-0.255429083111651,0.023,0.291,1.21281553497991e-18,"10","DHX29"
"CDK11A",1.06867059252171e-22,-0.305960953230073,0.02,0.281,2.18275968522558e-18,"10","CDK11A"
"PSENEN",6.21536306646978e-22,-0.271640869629414,0.023,0.28,1.26948790632645e-17,"10","PSENEN"
"SRSF8",1.60199870423629e-20,-0.300142490229825,0.023,0.266,3.27208235340262e-16,"10","SRSF8"
"MITD1",7.07456001175476e-20,-0.25099788565743,0.02,0.255,1.44497888240091e-15,"10","MITD1"
"KIF1B",4.73439743806136e-15,0.952969231844794,0.254,0.131,9.67000676724034e-11,"10","KIF1B"
"KIAA1109",4.41389672730727e-07,0.825624173236216,0.274,0.205,0.00901538406552509,"10","KIAA1109"
"PPP2R2A",1.55674329702385e-06,0.293666910397126,0.134,0.3,0.0317964818417122,"10","PPP2R2A"
"RAF1",0.000792154793568329,0.343119040721963,0.14,0.259,1,"10","RAF1"
"ARFGEF1",0.007496417195997,0.767403370804691,0.251,0.24,1,"10","ARFGEF1"
"FCGR3B",0,3.71027339723752,0.947,0.011,0,"11","FCGR3B"
"CXCR2",0,2.58161513451861,0.658,0.022,0,"11","CXCR2"
"PTGS2",0,2.36911041769965,0.422,0.008,0,"11","PTGS2"
"ALPL",0,1.75324857841724,0.402,0.002,0,"11","ALPL"
"FFAR2",0,1.74828872066796,0.346,0.004,0,"11","FFAR2"
"TNFAIP6",0,1.71341778050932,0.329,0.006,0,"11","TNFAIP6"
"KCNJ15",0,1.68617181998473,0.392,0.005,0,"11","KCNJ15"
"MMP25",4.6084190557701e-284,1.39870346271875,0.302,0.013,9.41269592141044e-280,"11","MMP25"
"MGAM",1.64853927795262e-281,1.27934105369143,0.252,0.008,3.36714147521823e-277,"11","MGAM"
"LRG1",4.86864863065763e-268,1.35655096428178,0.262,0.01,9.94421482811821e-264,"11","LRG1"
"CXCR1",2.78687278585136e-236,1.34140112475816,0.256,0.011,5.6921876651014e-232,"11","CXCR1"
"CMTM2",1.16251182889069e-226,2.08633928719832,0.508,0.06,2.37443041050924e-222,"11","CMTM2"
"IFIT2",2.99320389810953e-160,2.1107500606934,0.452,0.066,6.11361896188871e-156,"11","IFIT2"
"IFIT3",3.19601977004324e-153,2.18099392915067,0.458,0.072,6.52787038031333e-149,"11","IFIT3"
"LIMK2",2.54065228529677e-82,1.57260173969578,0.349,0.072,5.18928229271865e-78,"11","LIMK2"
"MX2",1.92183557529194e-64,1.47698036445018,0.359,0.094,3.92534916253379e-60,"11","MX2"
"IFRD1",2.05906403519975e-55,1.63736314113339,0.365,0.109,4.20563829189548e-51,"11","IFRD1"
"OCIAD1",6.79323991792711e-44,-0.321372956483028,0.06,0.522,1.38751925323661e-39,"11","OCIAD1"
"DNAJC15",1.03786366459323e-34,-0.412721295157547,0.03,0.404,2.11983653493167e-30,"11","DNAJC15"
"SDHC",9.70697098997417e-33,-0.34612685902263,0.027,0.384,1.98264882470222e-28,"11","SDHC"
"COPS5",1.71236653338416e-32,-0.30346534772356,0.037,0.4,3.49750864443715e-28,"11","COPS5"
"METTL5",9.86645459638947e-32,-0.428696472219454,0.017,0.354,2.01522335131255e-27,"11","METTL5"
"DDX60L",5.31562212556802e-30,1.44907637834965,0.339,0.148,1.08571581914727e-25,"11","DDX60L"
"NDUFV1",1.19577527858524e-29,-0.299842208061946,0.03,0.364,2.44237100651035e-25,"11","NDUFV1"
"NSRP1",1.90351841923543e-29,-0.282699428627672,0.043,0.387,3.88793637128836e-25,"11","NSRP1"
"MRPS16",2.24748185691291e-28,-0.269352806961671,0.033,0.361,4.59048169274462e-24,"11","MRPS16"
"SMIM7",3.14159193532227e-28,-0.28124041061668,0.037,0.367,6.41670152789575e-24,"11","SMIM7"
"NCBP2",8.33908309964933e-28,-0.389703833811018,0.023,0.334,1.70325772310338e-23,"11","NCBP2"
"BABAM1",1.70373739736779e-27,-0.338892785794919,0.02,0.326,3.4798836341237e-23,"11","BABAM1"
"NDUFA8",3.49949363052937e-27,-0.359833769774951,0.013,0.313,7.14771574035623e-23,"11","NDUFA8"
"NDUFA9",3.74461728807095e-27,-0.348684891079965,0.01,0.307,7.64838081088491e-23,"11","NDUFA9"
"IER3IP1",6.2010117023692e-27,-0.33751712331414,0.023,0.328,1.26655664020891e-22,"11","IER3IP1"
"ACADVL",3.76872345111918e-26,-0.317537199267375,0.02,0.316,7.69761764891093e-22,"11","ACADVL"
"AUP1",7.09135381216825e-26,-0.35030922374582,0.01,0.295,1.44840901613536e-21,"11","AUP1"
"PRPF6",7.11838421102788e-26,-0.276552684478909,0.037,0.346,1.45392997510244e-21,"11","PRPF6"
"LSM12",1.76395681044825e-25,-0.31821134759088,0.02,0.31,3.60288178534055e-21,"11","LSM12"
"PLEKHJ1",2.81112659912013e-25,-0.30382205304442,0.033,0.332,5.74172607870287e-21,"11","PLEKHJ1"
"NCBP2-AS2",3.16434327824219e-25,-0.33042676984149,0.02,0.307,6.46317114580968e-21,"11","NCBP2-AS2"
"OARD1",5.80740638225357e-25,-0.26624509848071,0.02,0.306,1.18616275357529e-20,"11","OARD1"
"CCNC",7.00470793386433e-25,-0.303828018040167,0.017,0.3,1.43071159549179e-20,"11","CCNC"
"ETNK1",7.28048429501594e-25,-0.278307858724857,0.017,0.3,1.48703891725701e-20,"11","ETNK1"
"MRPS10",2.0279478656226e-23,-0.285017195134218,0.033,0.315,4.14208351553415e-19,"11","MRPS10"
"TSPYL1",3.12952472150365e-23,-0.297922548724057,0.02,0.29,6.39205424367121e-19,"11","TSPYL1"
"RNF5",3.33834224634531e-23,-0.295007573924263,0.017,0.284,6.8185640381603e-19,"11","RNF5"
"URM1",3.72772236058731e-23,-0.306816730499434,0.003,0.259,7.61387292149959e-19,"11","URM1"
"MRPL55",8.27535408943801e-23,-0.250849068315966,0.03,0.306,1.69024107276771e-18,"11","MRPL55"
"NUBP2",1.1006645970373e-22,-0.289938903036871,0.013,0.274,2.24810743944868e-18,"11","NUBP2"
"ILF3-DT",1.43630172457442e-22,-0.288220008758452,0.023,0.29,2.93364627244325e-18,"11","ILF3-DT"
"CCDC124",1.45764903883349e-22,-0.309743568411643,0.013,0.272,2.9772481618174e-18,"11","CCDC124"
"SHMT2",1.69103209876648e-22,-0.29780206718683,0.003,0.253,3.45393306173053e-18,"11","SHMT2"
"EEF1E1",2.95031764590415e-22,-0.285429368028484,0.013,0.269,6.02602379175923e-18,"11","EEF1E1"
"DCAF13",3.1908958064414e-22,-0.261761570777586,0.017,0.275,6.51740468465657e-18,"11","DCAF13"
"PTPMT1",4.03086159083078e-22,-0.266969645641296,0.013,0.269,8.23303479927186e-18,"11","PTPMT1"
"EIF2S1",7.70258866670951e-22,-0.280789037188626,0.01,0.26,1.57325373517542e-17,"11","EIF2S1"
"MEA1",8.25333562491991e-22,-0.287106824001097,0.013,0.263,1.68574380138989e-17,"11","MEA1"
"UBE2G2",9.73319543451112e-22,-0.309212149612679,0.03,0.293,1.9880051674989e-17,"11","UBE2G2"
"COPS4",9.91400063529159e-22,-0.285447340963047,0.007,0.252,2.02493462975831e-17,"11","COPS4"
"TRMT10C",1.88765468103508e-21,-0.252634736851212,0.027,0.286,3.85553468601416e-17,"11","TRMT10C"
"PBDC1",1.22436095570349e-20,-0.269936575933584,0.023,0.272,2.50075725202438e-16,"11","PBDC1"
"VGLL4",1.32739652386848e-20,-0.292075867430841,0.013,0.252,2.71120740000137e-16,"11","VGLL4"
"STIP1",2.07376618536739e-20,-0.275852099625423,0.017,0.257,4.23566743361289e-16,"11","STIP1"
"MRPS14",2.21978613934409e-20,-0.256503752750156,0.013,0.251,4.53391318961031e-16,"11","MRPS14"
"COIL",2.25152892596627e-20,-0.269898487301977,0.017,0.257,4.59874783128611e-16,"11","COIL"
"MRPL13",2.87358835404712e-20,-0.270393442472762,0.017,0.257,5.86930421314124e-16,"11","MRPL13"
"TMA16",3.30688393885015e-20,-0.263664104820087,0.017,0.255,6.75431044510143e-16,"11","TMA16"
"STX3",4.37652051335733e-18,1.21061437460171,0.286,0.144,8.93904314853234e-14,"11","STX3"
"SEC22B",7.3419199440379e-14,0.254267688343423,0.093,0.333,1.49958714856974e-09,"11","SEC22B"
"AKIRIN1",9.38192811793502e-11,0.293967351945068,0.113,0.327,1.91625881808823e-06,"11","AKIRIN1"
"ABTB1",1.63205033867103e-10,1.13738003408019,0.309,0.218,3.33346281673558e-06,"11","ABTB1"
"NRBF2",1.89618923941366e-10,1.15417494624085,0.289,0.195,3.87296652150239e-06,"11","NRBF2"
"KCMF1",2.35184655857849e-10,0.273738106351654,0.09,0.278,4.80364659589658e-06,"11","KCMF1"
"KPNA4",3.84495992505715e-10,0.362906567250457,0.13,0.351,7.85333064692923e-06,"11","KPNA4"
"SP3",9.01043829242813e-10,0.255169172982487,0.11,0.31,1.84038202122845e-05,"11","SP3"
"RAB1A",5.90881411425962e-09,0.323326892195176,0.113,0.304,0.000120687528283753,"11","RAB1A"
"RAB18",8.7610211967359e-09,0.325493508822791,0.13,0.33,0.000178943857943331,"11","RAB18"
"NRBP1",1.05366405528472e-07,0.277509849623665,0.106,0.272,0.00215210883291904,"11","NRBP1"
"DYNC1LI1",1.48983362457237e-07,0.330641329730333,0.103,0.264,0.00304298517818906,"11","DYNC1LI1"
"CWC25",1.7774151493347e-07,0.324536254777066,0.116,0.287,0.00363037044251611,"11","CWC25"
"PCF11",9.09790145701833e-07,0.406490989780265,0.159,0.35,0.0185824637259599,"11","PCF11"
"XPO6",9.67315097590345e-07,1.21051411548738,0.279,0.218,0.0197574108682828,"11","XPO6"
"RAD23B",3.19396161721182e-06,0.444583145324635,0.143,0.312,0.0652366660315514,"11","RAD23B"
"KDM2A",5.3844809720044e-06,0.431229956485093,0.156,0.329,0.10997802385319,"11","KDM2A"
"FAM126B",8.79643953898441e-06,1.07717146536018,0.266,0.211,0.179667277583757,"11","FAM126B"
"KMT2C",1.08524539905604e-05,0.44520380009088,0.15,0.313,0.221661372757196,"11","KMT2C"
"WIPF2",5.17683511542749e-05,0.486055815057303,0.12,0.251,1,"11","WIPF2"
"CHMP3",7.98509764136033e-05,0.481609390944835,0.169,0.331,1,"11","CHMP3"
"DYRK1A",8.53265726535795e-05,0.451386216487481,0.133,0.269,1,"11","DYRK1A"
"CHMP2B",9.22573194776172e-05,0.515969102442021,0.133,0.27,1,"11","CHMP2B"
"UBN1",0.000118589268715635,0.454159800683582,0.15,0.294,1,"11","UBN1"
"CASC4",0.000608084283515817,0.522656975411986,0.133,0.252,1,"11","CASC4"
"FNIP1",0.00108307323552872,0.579949084595619,0.159,0.293,1,"11","FNIP1"
"FLOT2",0.0024972213047804,0.989416140494554,0.252,0.232,1,"11","FLOT2"
"PSMC1",6.52790174186333e-19,-0.35500496236475,0.056,0.419,1.33332393077559e-14,"12","PSMC1"
"NDUFS2",8.17997967845176e-18,-0.371352727533027,0.039,0.374,1.67076084932377e-13,"12","NDUFS2"
"LAMTOR2",1.44672486933453e-17,-0.284865963654464,0.067,0.42,2.95493554561578e-13,"12","LAMTOR2"
"EMC6",5.08837687489016e-17,-0.296185755981751,0.056,0.39,1.03930097669632e-12,"12","EMC6"
"POLR2J",8.19573240252454e-16,-0.31482857969549,0.05,0.365,1.67397834321564e-11,"12","POLR2J"
"ANXA7",6.92350204834089e-15,-0.291377545736036,0.05,0.351,1.41412529337363e-10,"12","ANXA7"
"TMEM126B",5.25221287497853e-14,-0.292715328295449,0.011,0.266,1.07276447971437e-09,"12","TMEM126B"
"MARCH6",0.00193952290812371,0.2637118719926,0.2,0.386,1,"12","MARCH6"
"MSL3",0.00888809225714283,0.30541787119585,0.15,0.274,1,"12","MSL3"
"VCAN",0,3.10453797182825,0.831,0.003,0,"13","VCAN"
"CFD",0,2.16200285683181,0.78,0.017,0,"13","CFD"
"CD14",0,2.10301998720073,0.802,0.008,0,"13","CD14"
"MS4A6A",0,1.67237319003439,0.797,0.062,0,"13","MS4A6A"
"MPEG1",0,1.64516826541389,0.791,0.017,0,"13","MPEG1"
"KCTD12",0,1.50313779028588,0.831,0.016,0,"13","KCTD12"
"MAFB",0,1.35920072586797,0.565,0.003,0,"13","MAFB"
"CYP1B1",0,1.21683445887792,0.412,0.002,0,"13","CYP1B1"
"TGFBI",0,1.12756258938213,0.684,0.003,0,"13","TGFBI"
"RBP7",0,1.10412768761292,0.514,0.005,0,"13","RBP7"
"TMEM176B",0,1.09950756833574,0.588,0.001,0,"13","TMEM176B"
"EREG",0,1.08451632075938,0.395,0.012,0,"13","EREG"
"LGALS2",0,1.06257470658565,0.463,0.001,0,"13","LGALS2"
"AC020656.1",0,1.05730559417831,0.605,0.017,0,"13","AC020656.1"
"CD300E",0,1.05727923264954,0.542,0.001,0,"13","CD300E"
"KLF4",0,1.05235231229156,0.661,0.031,0,"13","KLF4"
"CD93",0,1.04285596628993,0.667,0.036,0,"13","CD93"
"ALDH2",0,1.04068696826843,0.734,0.017,0,"13","ALDH2"
"SGK1",0,0.994980267390601,0.463,0.012,0,"13","SGK1"
"PTAFR",0,0.887842038040306,0.565,0.012,0,"13","PTAFR"
"LRRC25",0,0.88387703178302,0.616,0.009,0,"13","LRRC25"
"PLXDC2",0,0.8780529835519,0.582,0.019,0,"13","PLXDC2"
"HNMT",0,0.871266480629706,0.571,0.003,0,"13","HNMT"
"PILRA",0,0.855100992034237,0.559,0.008,0,"13","PILRA"
"HMOX1",0,0.833090271461256,0.463,0.014,0,"13","HMOX1"
"TMEM170B",0,0.813891509072426,0.571,0.019,0,"13","TMEM170B"
"SLC7A7",0,0.803729454848717,0.559,0.021,0,"13","SLC7A7"
"TMEM176A",0,0.800694859836257,0.429,0,0,"13","TMEM176A"
"ASGR1",0,0.777303634358747,0.508,0.018,0,"13","ASGR1"
"CD33",0,0.720887876733474,0.576,0.013,0,"13","CD33"
"SIRPA",0,0.718678260132727,0.559,0.013,0,"13","SIRPA"
"CD163",0,0.704632383684875,0.35,0,0,"13","CD163"
"SECTM1",0,0.693716291707981,0.48,0.007,0,"13","SECTM1"
"ANPEP",0,0.692835689037903,0.486,0.009,0,"13","ANPEP"
"APOBEC3A",0,0.692450176785139,0.345,0.008,0,"13","APOBEC3A"
"NLRP3",0,0.680208294025107,0.475,0.017,0,"13","NLRP3"
"CSF1R",0,0.662295172945117,0.412,0.005,0,"13","CSF1R"
"OSCAR",0,0.636161750279011,0.503,0.007,0,"13","OSCAR"
"FBP1",0,0.628590798184176,0.508,0.016,0,"13","FBP1"
"SHTN1",0,0.616576909512774,0.486,0.002,0,"13","SHTN1"
"CD86",0,0.593380209303443,0.475,0.015,0,"13","CD86"
"MYOF",0,0.566152147497984,0.486,0.011,0,"13","MYOF"
"FAM198B",0,0.562525975481494,0.429,0.001,0,"13","FAM198B"
"MARCO",0,0.561484466661807,0.288,0,0,"13","MARCO"
"IFI30",0,0.560637284338555,0.418,0.013,0,"13","IFI30"
"SIRPB1",0,0.560394462007282,0.475,0.011,0,"13","SIRPB1"
"TFEC",0,0.548697924240855,0.446,0.011,0,"13","TFEC"
"STAB1",0,0.532137754415509,0.356,0.001,0,"13","STAB1"
"LILRA5",0,0.532034200152925,0.395,0.008,0,"13","LILRA5"
"NFAM1",0,0.527346986746406,0.441,0.009,0,"13","NFAM1"
"CCR2",0,0.522554268174999,0.384,0.005,0,"13","CCR2"
"FCGR1B",0,0.48194877770398,0.39,0.011,0,"13","FCGR1B"
"ODF3B",0,0.477467848435953,0.407,0.014,0,"13","ODF3B"
"TREM1",0,0.476781524204874,0.339,0.007,0,"13","TREM1"
"CLEC4A",0,0.453553237967715,0.429,0.015,0,"13","CLEC4A"
"CSF2RA",0,0.433031062635852,0.367,0.006,0,"13","CSF2RA"
"TLR8",0,0.418106573953118,0.333,0.004,0,"13","TLR8"
"CD300LF",0,0.41751107259375,0.39,0.01,0,"13","CD300LF"
"EPB41L3",0,0.417309512608451,0.311,0.001,0,"13","EPB41L3"
"LILRA1",0,0.40880224064843,0.305,0.003,0,"13","LILRA1"
"GPBAR1",0,0.403475544213803,0.311,0.001,0,"13","GPBAR1"
"AC096667.1",0,0.393175754737255,0.367,0.005,0,"13","AC096667.1"
"CD1D",0,0.361009965963965,0.333,0.006,0,"13","CD1D"
"LRMDA",0,0.357210052922762,0.345,0.009,0,"13","LRMDA"
"LINC00937",0,0.330927247562493,0.26,0.004,0,"13","LINC00937"
"SGMS2",0,0.324346885503521,0.271,0.002,0,"13","SGMS2"
"HK3",0,0.300405913115988,0.288,0.004,0,"13","HK3"
"MEFV",0,0.298623808597793,0.305,0.005,0,"13","MEFV"
"SIGLEC9",0,0.272034021211573,0.26,0.003,0,"13","SIGLEC9"
"GPAT3",2.49581769797568e-301,0.356829412726765,0.316,0.008,5.09770764811533e-297,"13","GPAT3"
"CFP",2.75063886613342e-279,1.08837861385568,0.712,0.058,5.61817988407752e-275,"13","CFP"
"PRAM1",8.233953147433e-272,0.668050373743517,0.554,0.033,1.68178493036319e-267,"13","PRAM1"
"IL6R",2.28363737060871e-266,0.628653521613951,0.559,0.034,4.66432932946829e-262,"13","IL6R"
"ANKRD22",7.31833616005967e-261,0.310962296605146,0.277,0.007,1.49477016069219e-256,"13","ANKRD22"
"TLR2",1.20332056696512e-255,0.721407227689026,0.542,0.035,2.45778225802625e-251,"13","TLR2"
"STX11",5.48290025911411e-237,0.663415645533273,0.542,0.036,1.11988237792406e-232,"13","STX11"
"SLC15A3",1.83077322500779e-236,0.512224373085843,0.429,0.022,3.7393543120784e-232,"13","SLC15A3"
"RXRA",8.88515684831655e-233,0.80551440043778,0.701,0.065,1.81479328626866e-228,"13","RXRA"
"RASGEF1B",7.23504942354145e-232,0.706742969086898,0.48,0.029,1.47775884475834e-227,"13","RASGEF1B"
"AHR",9.27296280568419e-226,0.670576454983888,0.486,0.031,1.894002653061e-221,"13","AHR"
"SMARCD3",5.19597657874172e-221,0.298272031531852,0.254,0.007,1.061278216208e-216,"13","SMARCD3"
"MARC1",3.42106600845416e-220,0.394699552121714,0.311,0.012,6.98752732226762e-216,"13","MARC1"
"RAB20",1.77602916235398e-205,0.434033558401625,0.384,0.02,3.62753956410801e-201,"13","RAB20"
"NACC2",8.48287826544931e-200,0.38994809876886,0.356,0.018,1.73262788571802e-195,"13","NACC2"
"MS4A7",1.29949620015483e-198,1.47314523757613,0.582,0.054,2.65422098881625e-194,"13","MS4A7"
"SLC8A1",7.18162674097223e-195,0.70929154326299,0.508,0.04,1.46684726184358e-190,"13","SLC8A1"
"RNF130",1.10364383729157e-190,1.1100785741731,0.842,0.126,2.25419253766803e-186,"13","RNF130"
"C9orf72",1.16906220494466e-190,0.457113424652662,0.429,0.028,2.38780955359947e-186,"13","C9orf72"
"C3AR1",9.21715739473779e-188,0.618277943344382,0.429,0.029,1.88260439787519e-183,"13","C3AR1"
"WARS",2.55787420530799e-183,1.15947419994009,0.678,0.081,5.22445806434157e-179,"13","WARS"
"RNF144B",5.1854356488395e-183,0.470774056069249,0.373,0.022,1.05912523127547e-178,"13","RNF144B"
"IL13RA1",1.12214792965583e-182,0.377407151786865,0.356,0.02,2.29198714632202e-178,"13","IL13RA1"
"TBXAS1",1.40683245590718e-181,0.514000401836403,0.508,0.041,2.87345529119042e-177,"13","TBXAS1"
"DOCK5",2.21821880071026e-171,0.346415890243258,0.395,0.026,4.5307119004507e-167,"13","DOCK5"
"NOTCH2",1.83679980668082e-166,0.554365880314211,0.52,0.048,3.75166360514557e-162,"13","NOTCH2"
"GNS",2.67077628618046e-158,0.753094636323846,0.655,0.083,5.45506056452359e-154,"13","GNS"
"CXCL16",1.26647055672854e-153,0.4828656428465,0.367,0.026,2.58676611211805e-149,"13","CXCL16"
"MCTP1",5.39339671477474e-151,0.53017992308639,0.362,0.025,1.10160127899274e-146,"13","MCTP1"
"TPCN1",3.65468724255378e-147,0.284205282803875,0.294,0.017,7.4646986929161e-143,"13","TPCN1"
"KCNE3",1.06522845797571e-145,0.405432648082357,0.401,0.032,2.17572912541539e-141,"13","KCNE3"
"SLC43A2",1.59256394767176e-143,0.794395050143992,0.593,0.075,3.25281186311956e-139,"13","SLC43A2"
"CRISPLD2",3.15626599391472e-138,0.311775107601652,0.282,0.016,6.44667329257082e-134,"13","CRISPLD2"
"OTULINL",2.98725348012777e-135,0.475561825752132,0.492,0.051,6.10146523316096e-131,"13","OTULINL"
"HK2",2.83399869411469e-133,0.253665024208868,0.277,0.017,5.78844233272925e-129,"13","HK2"
"NHSL2",1.26010222816732e-131,0.352611084576165,0.333,0.024,2.57375880103175e-127,"13","NHSL2"
"DYSF",2.73635850079847e-129,0.400880331091741,0.435,0.043,5.58901223788087e-125,"13","DYSF"
"ADA2",9.28998664457355e-127,1.02168165836415,0.684,0.121,1.89747977215415e-122,"13","ADA2"
"SLC16A6",2.4387357935797e-124,0.441300931798323,0.316,0.023,4.98111785838653e-120,"13","SLC16A6"
"MIR22HG",4.03142804253606e-123,0.329825143690083,0.333,0.026,8.2341917768799e-119,"13","MIR22HG"
"RHOU",3.208196699414e-122,0.356328348355104,0.305,0.022,6.55274175855311e-118,"13","RHOU"
"DUSP3",6.93537675703076e-115,0.458162253488536,0.412,0.044,1.41655070262353e-110,"13","DUSP3"
"TNFAIP2",2.70906100684303e-113,0.829473883414746,0.593,0.095,5.53325710647688e-109,"13","TNFAIP2"
"ZNF385A",4.77366482932174e-111,0.478960812421492,0.441,0.052,9.75021041388965e-107,"13","ZNF385A"
"PPT1",2.07443639733062e-110,0.900094413661513,0.757,0.168,4.2370363415478e-106,"13","PPT1"
"RRP12",4.43600906666684e-108,0.543902868496438,0.418,0.048,9.06054851866703e-104,"13","RRP12"
"PRKCD",1.17626787423136e-107,0.446404215136626,0.486,0.064,2.40252713311755e-103,"13","PRKCD"
"SORT1",3.69546642359498e-103,0.374898740269561,0.367,0.038,7.54799017019275e-99,"13","SORT1"
"ICAM1",1.14471687878524e-102,0.5605354877079,0.39,0.043,2.33808422491886e-98,"13","ICAM1"
