"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"SLC9A3R2.6",1.86655444522202e-33,-0.503026869155972,0.017,0.29,3.81243745436597e-29,"8","SLC9A3R2"
"GLUL.2",1.87952474901724e-33,-0.589132220204521,0.09,0.386,3.83892929986771e-29,"8","GLUL"
"PNN.5",3.04188509471491e-33,-0.538072997829218,0.649,0.756,6.2130503059552e-29,"8","PNN"
"CPNE2.5",3.38439560952532e-33,-0.4389712115008,0.07,0.367,6.91262803245547e-29,"8","CPNE2"
"RHOH.1",3.88826077304856e-33,0.45615658487567,0.535,0.309,7.94177262895169e-29,"8","RHOH"
"TMEM263.6",4.67547448461828e-33,-0.560754994074481,0.186,0.48,9.54965663483284e-29,"8","TMEM263"
"GRK2.4",6.39476279705114e-33,-0.48468937546666,0.38,0.65,1.3061303012977e-28,"8","GRK2"
"POU2AF1.4",8.34077515142798e-33,-0.409168327352023,0.024,0.299,1.70360332467917e-28,"8","POU2AF1"
"HMCES.4",9.01820667078574e-33,-0.418308578861988,0.109,0.408,1.84196871250799e-28,"8","HMCES"
"NTHL1.5",9.05212379153339e-33,-0.452455727669947,0.077,0.369,1.84889628442069e-28,"8","NTHL1"
"GADD45A.4",1.6559628834882e-32,-0.623441350355919,0.162,0.456,3.38230418952465e-28,"8","GADD45A"
"DDX17.5",2.23985680143436e-32,-0.484138978313714,0.768,0.84,4.57490751692969e-28,"8","DDX17"
"EMP3.8",2.52919990549271e-32,0.327358776038409,0.877,0.652,5.16589080696886e-28,"8","EMP3"
"CD27.7",2.53866716320222e-32,0.337865986394653,0.671,0.375,5.18522768084053e-28,"8","CD27"
"TP53INP1.7",2.58074146897127e-32,-0.600955893145322,0.114,0.405,5.27116445037382e-28,"8","TP53INP1"
"NARFL.6",4.16120855157897e-32,-0.418667924554791,0.092,0.384,8.49926846660005e-28,"8","NARFL"
"ARHGAP15.1",5.0637438981539e-32,0.386816666806621,0.615,0.385,1.03426969119793e-27,"8","ARHGAP15"
"RPL5.6",6.40058074083309e-32,0.285241101698417,1,0.936,1.30731861631516e-27,"8","RPL5"
"ANKRD12.4",7.57045569548349e-32,0.447315786106272,0.843,0.685,1.5462655758025e-27,"8","ANKRD12"
"MXD3.4",8.48529951918111e-32,-0.397233333847705,0.01,0.273,1.73312242679274e-27,"8","MXD3"
"ALOX5.5",8.55096279380365e-32,-0.475261824997253,0.017,0.284,1.74653415063439e-27,"8","ALOX5"
"HDAC7.5",1.47039436335526e-31,-0.457928085152895,0.165,0.462,3.00328048715311e-27,"8","HDAC7"
"SH3TC1.4",1.62649701982951e-31,-0.387458924526058,0.022,0.287,3.32212016300177e-27,"8","SH3TC1"
"LST1.6",1.64783480007563e-31,-0.736580159550286,0.145,0.431,3.36570257915448e-27,"8","LST1"
"STAG3.5",2.10428583286762e-31,-0.427796470408377,0.029,0.297,4.29800381363211e-27,"8","STAG3"
"MIDN.2",2.15768132674538e-31,-0.534819546439345,0.194,0.484,4.40706410987744e-27,"8","MIDN"
"CORO1A.6",3.19111006211852e-31,0.3169100480987,0.923,0.727,6.51784230187709e-27,"8","CORO1A"
"IFT57.6",3.31097281173136e-31,-0.483751768377235,0.155,0.44,6.7626619679613e-27,"8","IFT57"
"PDCD4.4",3.4214696398933e-31,0.414564841185929,0.685,0.467,6.98835173948207e-27,"8","PDCD4"
"METRNL.3",3.66091911207446e-31,-0.507863257804067,0.116,0.406,7.47742728641208e-27,"8","METRNL"
"AKAP12.6",3.85085108330128e-31,-0.506632187027139,0.002,0.256,7.86536333764286e-27,"8","AKAP12"
"KHDRBS3.5",4.00342753052245e-31,-0.373887206203466,0.007,0.264,8.1770007310921e-27,"8","KHDRBS3"
"RPS19.4",4.90677266569845e-31,0.276574812977235,1,0.947,1.00220831696891e-26,"8","RPS19"
"LDLRAP1",5.73772799703563e-31,0.301082010678275,0.276,0.106,1.17193094339453e-26,"8","LDLRAP1"
"HHEX.5",6.31981378857737e-31,-0.402567218721346,0.01,0.266,1.29082196631693e-26,"8","HHEX"
"TRAF3IP2.6",7.13804189543143e-31,-0.373369721024606,0.046,0.318,1.45794505714187e-26,"8","TRAF3IP2"
"FHL1.5",1.00211243213437e-30,-0.42695204037447,0.09,0.374,2.04681464263445e-26,"8","FHL1"
"PTPN6.5",1.05809379540934e-30,-0.562794854622645,0.324,0.574,2.16115657712358e-26,"8","PTPN6"
"TFDP2.1",1.07397790902619e-30,-0.444091450394484,0.179,0.477,2.19359987918599e-26,"8","TFDP2"
"CTDSPL.5",1.22532136645508e-30,-0.363000193032263,0.007,0.261,2.50271889098449e-26,"8","CTDSPL"
"ZNF207.4",1.45249942371785e-30,-0.481154134716646,0.518,0.711,2.96673007294371e-26,"8","ZNF207"
"PLEKHG4B.5",1.49332454085263e-30,-0.373971710521519,0.002,0.253,3.05011537469149e-26,"8","PLEKHG4B"
"PAN3.6",1.5680274114063e-30,-0.461607095620004,0.169,0.456,3.20269598779738e-26,"8","PAN3"
"ZNF107.5",1.87713042651814e-30,-0.444577573734723,0.099,0.385,3.83403889616331e-26,"8","ZNF107"
"MUC20-OT1.5",1.8920892649268e-30,-0.515587644521127,0.22,0.505,3.86459232361298e-26,"8","MUC20-OT1"
"MYL6.2",1.93475628021933e-30,-0.385598771455708,0.92,0.968,3.95173970234798e-26,"8","MYL6"
"PFDN5.2",2.09839356969817e-30,0.284377884593225,0.988,0.921,4.28596886610851e-26,"8","PFDN5"
"RGS12.5",2.36305647210497e-30,-0.369341055565313,0.022,0.281,4.82654284427441e-26,"8","RGS12"
"SCARB1.3",2.82412217111233e-30,-0.337268379125787,0.005,0.253,5.76826953449693e-26,"8","SCARB1"
"TXNIP.5",3.42083035400859e-30,0.332251761311575,0.978,0.909,6.98704599806254e-26,"8","TXNIP"
"RPS17.2",3.49220381293237e-30,0.383396958744516,0.814,0.662,7.13282628791436e-26,"8","RPS17"
"DUSP2.2",3.55493701994452e-30,0.455637053769618,0.375,0.163,7.26095886323668e-26,"8","DUSP2"
"KDM5B.5",5.5956743127302e-30,-0.380651064131193,0.046,0.313,1.14291647837514e-25,"8","KDM5B"
"PNISR.7",6.11841325209431e-30,-0.488451781702041,0.891,0.866,1.24968590674026e-25,"8","PNISR"
"SAMSN1.1",7.56620822270188e-30,0.2660660225543,0.31,0.123,1.54539802948686e-25,"8","SAMSN1"
"GAS7.5",8.83874979688075e-30,-0.420302389129018,0.017,0.27,1.80531464601289e-25,"8","GAS7"
"AC245060.5.5",9.07201673216909e-30,-0.434690101633082,0.039,0.301,1.85295941754554e-25,"8","AC245060.5"
"SPIB.5",1.25257297005765e-29,-0.523062731142836,0.012,0.262,2.55838029134276e-25,"8","SPIB"
"NT5E.6",1.27843523931348e-29,-0.522307478534199,0.046,0.307,2.61120397629779e-25,"8","NT5E"
"ARHGEF7.5",1.43148637239564e-29,-0.414474190627727,0.09,0.364,2.92381091561809e-25,"8","ARHGEF7"
"TSC22D1.2",1.90703202182679e-29,-0.455555009886385,0.051,0.314,3.89511290458122e-25,"8","TSC22D1"
"BAZ2B.5",2.22943476217914e-29,-0.46288514209254,0.114,0.399,4.5536205017509e-25,"8","BAZ2B"
"ZNF439.6",2.77955691156827e-29,-0.396140291889683,0.07,0.335,5.67724499187818e-25,"8","ZNF439"
"SEC63.4",3.29876490851338e-29,-0.425993927314905,0.184,0.469,6.73772732563859e-25,"8","SEC63"
"ANXA4.2",4.67093762927532e-29,-0.408186052899922,0.121,0.396,9.54039010779484e-25,"8","ANXA4"
"EIF2AK4.3",8.43153821909975e-29,-0.376374014073517,0.102,0.374,1.72214168125112e-24,"8","EIF2AK4"
"RHOF.2",8.99124997335755e-29,0.269223238060425,0.448,0.22,1.83646280705828e-24,"8","RHOF"
"SYVN1.4",9.37019278120343e-29,-0.350667695845244,0.061,0.325,1.9138618755608e-24,"8","SYVN1"
"HMGN3.3",1.10395148684914e-28,-0.426383920995736,0.358,0.604,2.25482091188937e-24,"8","HMGN3"
"TRAF3IP3.5",1.23098453278858e-28,0.390660894429853,0.804,0.581,2.51428590822068e-24,"8","TRAF3IP3"
"NREP.4",1.2884319300006e-28,-0.33768012707397,0.019,0.265,2.63162221702622e-24,"8","NREP"
"EDEM1.6",1.31630762002915e-28,-0.50483212710271,0.165,0.442,2.68855831390954e-24,"8","EDEM1"
"PLCG2.1",2.05764769276062e-28,-0.359895820295953,0.024,0.27,4.20274541246358e-24,"8","PLCG2"
"CALCOCO2.5",2.12067997522681e-28,-0.43129038122838,0.245,0.52,4.33148884940077e-24,"8","CALCOCO2"
"MIEN1.2",2.72930758166364e-28,-0.393164062554306,0.237,0.529,5.57461073554799e-24,"8","MIEN1"
"MPST",2.84874021431446e-28,-0.328684384538503,0.053,0.313,5.81855188773728e-24,"8","MPST"
"SMC4.4",3.2276057305947e-28,-0.502966422022017,0.174,0.455,6.59238470473967e-24,"8","SMC4"
"PARP14.5",3.28361804880275e-28,-0.436685661400116,0.22,0.503,6.70678986467961e-24,"8","PARP14"
"DDIT4.4",3.55582959273682e-28,-0.605417358563106,0.429,0.621,7.26278194316495e-24,"8","DDIT4"
"TMEM106A.4",3.71752600108943e-28,-0.337967360175221,0.022,0.264,7.59304685722517e-24,"8","TMEM106A"
"PPFIBP1.5",3.99093609987342e-28,-0.389860264190423,0.022,0.264,8.15148698399147e-24,"8","PPFIBP1"
"EFHC1.4",6.11390869348291e-28,-0.340273581873249,0.034,0.282,1.24876585064388e-23,"8","EFHC1"
"MARCKSL1.7",6.35695510319037e-28,-0.515652661405096,0.223,0.491,1.29840807982663e-23,"8","MARCKSL1"
"LDLRAD4.4",7.74836919069337e-28,-0.377550803955188,0.09,0.356,1.58260440719912e-23,"8","LDLRAD4"
"SNX2.5",8.50991923931094e-28,-0.42043959234534,0.271,0.539,1.73815100462926e-23,"8","SNX2"
"YPEL1.1",1.04416788365357e-27,-0.378382660006867,0.073,0.332,2.13271290236241e-23,"8","YPEL1"
"TUBA1B.8",1.23401478956436e-27,-0.99050761963569,0.53,0.699,2.5204752076852e-23,"8","TUBA1B"
"TOR1AIP2.4",1.23945459350183e-27,-0.431302766420516,0.172,0.448,2.53158600722748e-23,"8","TOR1AIP2"
"TRIM8.5",1.3261380971313e-27,-0.439022015643382,0.206,0.478,2.70863706339069e-23,"8","TRIM8"
"MGST2.1",1.47408762798485e-27,-0.292693165254149,0.015,0.251,3.01082398015905e-23,"8","MGST2"
"ERCC1.3",1.49913534591448e-27,-0.353945178733375,0.138,0.418,3.06198394403033e-23,"8","ERCC1"
"UBASH3B.5",1.64199995535845e-27,-0.434546889932842,0.068,0.321,3.35378490881963e-23,"8","UBASH3B"
"FTX.6",1.83065335634715e-27,-0.498181366977777,0.259,0.524,3.73910948033906e-23,"8","FTX"
"STAT3.7",2.1928024916092e-27,0.285862808249677,0.562,0.334,4.47879908911179e-23,"8","STAT3"
"MED13L.4",3.67953234734769e-27,-0.443753424240532,0.184,0.462,7.51544481945765e-23,"8","MED13L"
"ATP6V0B.2",4.17748599136072e-27,-0.464312739471267,0.407,0.645,8.53251513735427e-23,"8","ATP6V0B"
"LYN.4",4.34669707526824e-27,-0.554433975971457,0.041,0.285,8.87812877623538e-23,"8","LYN"
"MT-ND5.7",5.70276799966458e-27,0.258549144963746,0.971,0.943,1.16479036393149e-22,"8","MT-ND5"
"PPA1.4",1.0458090832021e-26,0.356860689274912,0.528,0.312,2.13606505244028e-22,"8","PPA1"
"APRT.1",1.51468354565431e-26,0.303326765316463,0.85,0.687,3.09374114199892e-22,"8","APRT"
"SUGP2.3",1.6301627532196e-26,-0.398410609940302,0.189,0.46,3.32960742345104e-22,"8","SUGP2"
"PXK.4",1.68694289777842e-26,-0.357913722179548,0.085,0.346,3.44558086871243e-22,"8","PXK"
"PPP1R18.1",1.8390297111803e-26,-0.435424078897694,0.39,0.632,3.75621818508575e-22,"8","PPP1R18"
"GNAQ.2",1.90141875647272e-26,-0.455895573961484,0.143,0.408,3.88364781009553e-22,"8","GNAQ"
"AHDC1.4",2.00784884521592e-26,-0.354123742241215,0.051,0.292,4.10103126635352e-22,"8","AHDC1"
"SRRD.3",2.05685646296139e-26,-0.33646737497207,0.082,0.339,4.20112932559864e-22,"8","SRRD"
"GPM6B.5",2.16120197431706e-26,-0.354362767762472,0.073,0.328,4.4142550325426e-22,"8","GPM6B"
"ICAM3.4",2.34491614542345e-26,0.307736597934412,0.7,0.493,4.7894912270274e-22,"8","ICAM3"
"RGS19.4",2.52615706347854e-26,-0.474727147439312,0.271,0.52,5.15967580215491e-22,"8","RGS19"
"SLC44A1.4",2.64079514427746e-26,-0.360013317759347,0.048,0.292,5.3938240821867e-22,"8","SLC44A1"
"H1FX.5",3.88898803368179e-26,-0.554502200284216,0.574,0.733,7.94325805879505e-22,"8","H1FX"
"PIM1.1",4.41318202979708e-26,0.264334295528228,0.363,0.17,9.01392429586053e-22,"8","PIM1"
"CAMK1D.5",5.36372494613956e-26,-0.453014928422012,0.131,0.387,1.09554082024901e-21,"8","CAMK1D"
"PHKB.4",5.75281045075349e-26,-0.39417674393114,0.196,0.467,1.1750115345664e-21,"8","PHKB"
"SEMA4D.2",5.96047083996712e-26,0.305069280590971,0.414,0.212,1.21742616906328e-21,"8","SEMA4D"
"RHOC.3",6.51919557234955e-26,-0.39358323586602,0.104,0.362,1.3315456956524e-21,"8","RHOC"
"BTG1.3",8.23066623132984e-26,0.302919759550395,0.985,0.918,1.68111357774912e-21,"8","BTG1"
"ZNF326.3",9.46446008063747e-26,-0.397617371233268,0.177,0.444,1.9331159714702e-21,"8","ZNF326"
"PSIP1.1",1.26651485907503e-25,0.369111874820343,0.625,0.415,2.58685659966074e-21,"8","PSIP1"
"UBXN10-AS1.4",1.37335125735736e-25,-0.325178806617314,0.034,0.265,2.80506994315241e-21,"8","UBXN10-AS1"
"PPP3CC.5",2.23331690990112e-25,-0.374899047966103,0.148,0.408,4.56154978847305e-21,"8","PPP3CC"
"HELB",2.59264295261853e-25,0.307174153464199,0.31,0.141,5.29547323072335e-21,"8","HELB"
"MAPKBP1.4",2.69429990595124e-25,-0.320581628002672,0.027,0.253,5.50310755790541e-21,"8","MAPKBP1"
"RBL2.3",3.64528916702114e-25,0.312390366141797,0.477,0.268,7.44550312364069e-21,"8","RBL2"
"TRABD.4",5.05444136545579e-25,-0.436802804152728,0.317,0.56,1.03236964889434e-20,"8","TRABD"
"ERV3-1.5",5.89045960343334e-25,-0.364154775242604,0.102,0.355,1.20312637400126e-20,"8","ERV3-1"
"XPO1.3",6.1581773292931e-25,-0.418742016687931,0.278,0.533,1.25780771950812e-20,"8","XPO1"
"SPTBN1.5",7.37668185124173e-25,-0.497895918953773,0.32,0.552,1.50668726811612e-20,"8","SPTBN1"
"POU2F2.6",7.79633458235144e-25,-0.647744529724772,0.264,0.48,1.59240133844528e-20,"8","POU2F2"
"B3GNT2.1",7.96527589624435e-25,-0.332354668386332,0.077,0.323,1.62690760180791e-20,"8","B3GNT2"
"TTC39C",8.58208706803364e-25,0.357555670851549,0.414,0.231,1.75289128364587e-20,"8","TTC39C"
"TSPAN14.5",1.12981941897828e-24,-0.386347076651005,0.354,0.603,2.30765616326314e-20,"8","TSPAN14"
"RIPOR2.4",1.79844706052735e-24,0.258419712825842,0.814,0.637,3.67332812112712e-20,"8","RIPOR2"
"TOP1.4",1.85937246368825e-24,-0.405737244637455,0.383,0.635,3.79776825708325e-20,"8","TOP1"
"MYADM.6",2.07554201196236e-24,-0.454305498101045,0.191,0.458,4.23929455943313e-20,"8","MYADM"
"PPP1R2.1",2.15929952763702e-24,0.373541362120234,0.63,0.447,4.41036928519862e-20,"8","PPP1R2"
"ZFP14.6",2.3577780972436e-24,-0.347859691532025,0.121,0.373,4.81576176362004e-20,"8","ZFP14"
"LIMD1.4",2.4159938757023e-24,-0.315034226355534,0.048,0.28,4.93466749112194e-20,"8","LIMD1"
"STIM2.5",2.71009504442722e-24,-0.466295494773215,0.225,0.479,5.5353691282426e-20,"8","STIM2"
"PTP4A3.4",2.73683919228118e-24,-0.406033798541045,0.053,0.278,5.58999405023431e-20,"8","PTP4A3"
"CMTM7.4",2.81801451620355e-24,-0.429705268038477,0.186,0.439,5.75579464934575e-20,"8","CMTM7"
"PTEN.4",3.11725572865229e-24,-0.436290075101762,0.344,0.598,6.3669948257723e-20,"8","PTEN"
"SCPEP1.1",4.89137788846598e-24,-0.305328812454952,0.065,0.304,9.99063933719177e-20,"8","SCPEP1"
"ANKRD28.4",5.02776159388954e-24,-0.393653012036767,0.109,0.358,1.02692030555194e-19,"8","ANKRD28"
"WSB1.4",5.03548792454635e-24,-0.508557665246827,0.339,0.581,1.02849840858859e-19,"8","WSB1"
"CD63.6",5.06263429307742e-24,-0.58763837905183,0.412,0.632,1.03404305436106e-19,"8","CD63"
"DDX18.2",5.65169919180199e-24,0.278561888027381,0.678,0.477,1.15435955992556e-19,"8","DDX18"
"LIG4.4",6.05352253952428e-24,-0.348639091514238,0.036,0.257,1.23643197869783e-19,"8","LIG4"
"LEF1.6",6.44498923549136e-24,-0.608952152696498,0.424,0.58,1.31638905134911e-19,"8","LEF1"
"HSPA8.3",6.80813193427178e-24,0.294639377696313,0.915,0.784,1.39056094757501e-19,"8","HSPA8"
"KIF2A.2",7.31648225937535e-24,0.35596226902222,0.557,0.365,1.49439150147742e-19,"8","KIF2A"
"SNX5.3",9.44678786370035e-24,-0.371546553307568,0.215,0.467,1.9295064211608e-19,"8","SNX5"
"NSMCE3.3",1.10237427465826e-23,0.328875282155608,0.438,0.246,2.2515994559895e-19,"8","NSMCE3"
"GALNT7.4",1.17150008984849e-23,-0.326699589186947,0.082,0.32,2.39278893351554e-19,"8","GALNT7"
"IGFBP7.3",1.28867994663509e-23,-0.386001111816881,0.046,0.27,2.63212879100217e-19,"8","IGFBP7"
"TMEM131L.4",1.80505010181877e-23,-0.40955098720187,0.169,0.41,3.68681483296484e-19,"8","TMEM131L"
"VIM.7",1.81578984701979e-23,0.268995693875754,0.947,0.782,3.70875076253792e-19,"8","VIM"
"ROCK1.4",1.8163619862047e-23,-0.413679932947905,0.467,0.676,3.70991935682311e-19,"8","ROCK1"
"SAV1.3",1.82232258650641e-23,-0.285923293215702,0.041,0.267,3.72209388293934e-19,"8","SAV1"
"TESPA1",1.84181556979111e-23,0.306636251746852,0.308,0.146,3.76190830129835e-19,"8","TESPA1"
"RPS5.4",1.84492916136859e-23,0.275033207884969,0.988,0.921,3.76826781209535e-19,"8","RPS5"
"TIA1.2",2.42794426873229e-23,-0.362461725212486,0.157,0.4,4.9590761688857e-19,"8","TIA1"
"FHIT.5",2.59974596585621e-23,-0.310593363497014,0.053,0.277,5.30998113526132e-19,"8","FHIT"
"ARPC3.1",2.76609417885169e-23,-0.291916073822267,0.85,0.928,5.64974736030458e-19,"8","ARPC3"
"RB1.1",2.90425581965748e-23,-0.295115414330609,0.109,0.354,5.9319425116504e-19,"8","RB1"
"RASGRP2.5",2.97461250059903e-23,-0.435919816120378,0.378,0.587,6.07564603247353e-19,"8","RASGRP2"
"MT-ND6",3.97733008331597e-23,0.360401365453526,0.695,0.542,8.12369669517286e-19,"8","MT-ND6"
"WASHC4.4",3.99863767850318e-23,-0.348095361949832,0.15,0.406,8.16721745834274e-19,"8","WASHC4"
"ZMAT3.5",4.56610515859477e-23,-0.404766749509987,0.15,0.396,9.32626978642982e-19,"8","ZMAT3"
"ITGAE.4",6.52658331015838e-23,-0.347520939403312,0.165,0.409,1.33305464109985e-18,"8","ITGAE"
"POGZ.3",8.55436865849105e-23,-0.344252559660976,0.157,0.407,1.7472297984968e-18,"8","POGZ"
"S100A4.7",1.1278371615336e-22,0.38931833135124,0.847,0.715,2.30360740243237e-18,"8","S100A4"
"LHPP.4",1.70607784172934e-22,-0.358003358561381,0.058,0.277,3.48466399173218e-18,"8","LHPP"
"SELL.3",1.76890673863629e-22,0.386075736474463,0.581,0.395,3.61299201366461e-18,"8","SELL"
"AC060780.1.4",1.81921717227648e-22,-0.312662309319609,0.053,0.273,3.71575107437471e-18,"8","AC060780.1"
"CDKN2D.3",2.04496560263499e-22,-0.467844758716618,0.419,0.631,4.17684224338197e-18,"8","CDKN2D"
"CDKN1B.2",2.12908330194605e-22,0.359054567877603,0.547,0.372,4.34865264422481e-18,"8","CDKN1B"
"NUDT1.2",2.31905251792022e-22,-0.391567733168381,0.254,0.479,4.73666476785205e-18,"8","NUDT1"
"RTN4.2",2.65815211733303e-22,-0.392434007828677,0.479,0.671,5.42927569965272e-18,"8","RTN4"
"TSNAX.5",3.96549919371911e-22,-0.381514096727889,0.276,0.513,8.09953210317129e-18,"8","TSNAX"
"CD38.5",4.32472879927426e-22,-0.425429184330416,0.111,0.339,8.83325857251768e-18,"8","CD38"
"CD248.5",4.73723567403084e-22,-0.332210517931287,0.048,0.262,9.67580386420799e-18,"8","CD248"
"POU2F1.3",8.04374106742053e-22,-0.328707337547898,0.087,0.312,1.64293411302064e-17,"8","POU2F1"
"MEF2D.1",9.12996164453009e-22,-0.277608703365045,0.075,0.3,1.86479466589527e-17,"8","MEF2D"
"MYC.2",1.25894218983852e-21,0.28111110775198,0.281,0.129,2.57138942274517e-17,"8","MYC"
"SPN.2",1.27877243377105e-21,-0.405015527473121,0.421,0.64,2.61189269597736e-17,"8","SPN"
"HIST1H2AC.5",1.33184638045892e-21,-0.495591081139356,0.179,0.411,2.72029623208733e-17,"8","HIST1H2AC"
"TAPT1.5",1.37338992878459e-21,-0.313628281753157,0.065,0.282,2.80514892954253e-17,"8","TAPT1"
"XBP1.4",1.66151566402406e-21,-0.465573264632178,0.443,0.635,3.39364574376914e-17,"8","XBP1"
"OFD1.5",1.79062987527232e-21,-0.394010927288751,0.346,0.57,3.65736152024372e-17,"8","OFD1"
"ZKSCAN1.5",1.81441431130897e-21,-0.357558102160826,0.232,0.479,3.70594123084858e-17,"8","ZKSCAN1"
"THEMIS2.3",2.20926360351286e-21,-0.345883267754334,0.058,0.268,4.51242091017502e-17,"8","THEMIS2"
"DNAJB1.1",2.93982755513931e-21,0.300518305570078,0.492,0.307,6.00459778137204e-17,"8","DNAJB1"
"DCLRE1C.3",3.26409584829328e-21,-0.294504055005223,0.097,0.325,6.66691577013902e-17,"8","DCLRE1C"
"TNFRSF1A.1",4.04704542461239e-21,-0.31097196848472,0.097,0.324,8.26609027977081e-17,"8","TNFRSF1A"
"LINC00426.5",4.07927442040181e-21,-0.3391487628578,0.065,0.276,8.33191800367069e-17,"8","LINC00426"
"HSD17B12.4",4.57933613466361e-21,-0.352404056704492,0.121,0.352,9.35329405505043e-17,"8","HSD17B12"
"SMARCB1.4",5.17485572701663e-21,-0.308886143104375,0.223,0.469,1.05696428224315e-16,"8","SMARCB1"
"CD82.5",6.44503449221607e-21,-0.419053372017562,0.16,0.38,1.31639829503513e-16,"8","CD82"
"CHST12.2",6.50624803667016e-21,-0.376977604434559,0.218,0.458,1.32890116148988e-16,"8","CHST12"
"TBC1D1.1",7.11059023933742e-21,-0.318465405223866,0.131,0.358,1.45233805638467e-16,"8","TBC1D1"
"ZNF787.4",9.46596900433344e-21,-0.283214392811285,0.097,0.324,1.9334241691351e-16,"8","ZNF787"
"NCKAP1L.2",9.74326802601585e-21,-0.373525144451446,0.332,0.565,1.99006249431374e-16,"8","NCKAP1L"
"ATP6V0D1",9.8821315647897e-21,-0.346606607896058,0.174,0.411,2.0184253721083e-16,"8","ATP6V0D1"
"ZC3HAV1",1.01955143724623e-20,0.360144528378522,0.528,0.351,2.08243381057543e-16,"8","ZC3HAV1"
"GRN.3",1.67902473764961e-20,-0.394034999967166,0.065,0.271,3.42940802664933e-16,"8","GRN"
"TCF12",1.85114306013338e-20,-0.283417470108678,0.07,0.28,3.78095970032243e-16,"8","TCF12"
"CENPK.1",2.0330656489196e-20,0.266905055937212,0.317,0.157,4.15253658791829e-16,"8","CENPK"
"CNOT8.1",2.05304981589441e-20,-0.295541299392825,0.143,0.372,4.19335424896434e-16,"8","CNOT8"
"NASP.3",2.13650028431438e-20,-0.442602355240162,0.39,0.581,4.36380183071213e-16,"8","NASP"
"POMP",2.19984190604677e-20,-0.339526217008632,0.593,0.737,4.49317709310054e-16,"8","POMP"
"C20orf27.3",2.26431435886537e-20,-0.298551753284935,0.099,0.315,4.62486207798252e-16,"8","C20orf27"
"BLOC1S6.1",2.74503886772363e-20,-0.334341838577387,0.179,0.419,5.60674188732551e-16,"8","BLOC1S6"
"GTF2IRD2.3",3.04256052323793e-20,-0.258625338484675,0.061,0.271,6.21442986871348e-16,"8","GTF2IRD2"
"MLEC.2",3.80981145788543e-20,-0.333753320928049,0.223,0.453,7.78153990273099e-16,"8","MLEC"
"SMIM8.4",3.91619664430265e-20,-0.339973140254214,0.131,0.351,7.99883164598817e-16,"8","SMIM8"
"NCK2",3.94848710523953e-20,0.281621592431041,0.39,0.219,8.06478491245174e-16,"8","NCK2"
"ANP32A.1",4.54793067989302e-20,-0.441599694901086,0.487,0.671,9.2891484136815e-16,"8","ANP32A"
"APPL1.2",4.81617231943183e-20,-0.320993038395194,0.215,0.448,9.83703196243951e-16,"8","APPL1"
"TTC9C.4",5.59518559191726e-20,-0.260223042183179,0.099,0.321,1.1428166571491e-15,"8","TTC9C"
"ZNF37A.5",5.74862891527685e-20,-0.337144097688693,0.191,0.423,1.1741574559453e-15,"8","ZNF37A"
"DCTN4.2",6.100247047482e-20,-0.285817198961995,0.053,0.255,1.2459754594482e-15,"8","DCTN4"
"EIPR1.3",7.8630641513417e-20,-0.282269062853854,0.099,0.314,1.60603085291154e-15,"8","EIPR1"
"GNPTAB.3",7.98666200583503e-20,-0.358742921676121,0.232,0.465,1.63127571469181e-15,"8","GNPTAB"
"PSMA4.1",1.34181534939874e-19,-0.337769164629874,0.479,0.662,2.74065785114693e-15,"8","PSMA4"
"NDUFS3",1.60947613151241e-19,-0.293521184525955,0.218,0.451,3.28735499861409e-15,"8","NDUFS3"
"HDGF.4",1.9516476180008e-19,-0.387457872962443,0.22,0.441,3.98624025976664e-15,"8","HDGF"
"GPATCH2L.4",2.06926330312474e-19,-0.336814772575911,0.194,0.424,4.22647029663228e-15,"8","GPATCH2L"
"PHACTR2",2.27044097918847e-19,0.330620795377801,0.298,0.151,4.63737569999245e-15,"8","PHACTR2"
"MAD2L2.2",2.28194358888889e-19,-0.351064862230821,0.179,0.39,4.66086978030556e-15,"8","MAD2L2"
"CARD19.1",2.2891690776262e-19,-0.290604224976206,0.099,0.312,4.67562784105152e-15,"8","CARD19"
"LPP.2",2.49791823096481e-19,-0.361923030987102,0.225,0.448,5.10199798674562e-15,"8","LPP"
"IQSEC1.1",2.59261758394108e-19,-0.340346582842036,0.136,0.35,5.29542141519965e-15,"8","IQSEC1"
"CELF1.3",2.67432780461606e-19,-0.337152043567573,0.271,0.505,5.4623145409283e-15,"8","CELF1"
"CEP170.3",3.08482638877119e-19,-0.261662768666715,0.065,0.267,6.30075789906516e-15,"8","CEP170"
"PIAS2.3",3.11492360999177e-19,-0.306703376231469,0.126,0.344,6.36223147340818e-15,"8","PIAS2"
"MRPS33",3.44016052067587e-19,0.275496332041424,0.378,0.216,7.02652786348046e-15,"8","MRPS33"
"PABPN1.3",3.45304928335475e-19,-0.344127718043151,0.354,0.572,7.05285316125207e-15,"8","PABPN1"
"ZNF91.5",3.49278999683918e-19,-0.320320928144687,0.191,0.418,7.13402356854402e-15,"8","ZNF91"
"SRSF2.1",4.34134615602155e-19,-0.375392844694169,0.547,0.694,8.86719952367402e-15,"8","SRSF2"
"ANKRD44.3",4.68102196827164e-19,0.313603525899167,0.605,0.419,9.56098737019482e-15,"8","ANKRD44"
"MAP4K2.4",5.6459893713322e-19,-0.314742774253457,0.138,0.355,1.1531933290946e-14,"8","MAP4K2"
